id,"name","image_url","address","access","tele","open_hour","price","rental","parking","lesson","kid","homepage","created_at","updated_at","holiday","prefecture"
76,"Bouldering gym 2nd-Wally　セカンド ウォーリー［八戸］","http://www.climbing-net.com/wp-content/uploads/2015/07/2ndwally01.jpg","〒039-0016
青森県八戸市石堂2-1-14","-","0178-85-9043","平日12:00〜23:00
土日祝10:00〜23:00","【税別価格】
初回登録料：￥1000
１日料金：一般（大学・専門含む）￥1500、高校・中学￥1000、小学生￥800、幼児￥400","シューズ：ずっと無料！
チョーク：ずっと無料！","有","-","可","HP：http://wallysan.jimdo.com/
FB：https://www.facebook.com/wallyshonan","2015-07-21 15:02:17","2015-07-21 15:02:17","月曜（月曜日が祝日の場合は次の日）","青森県"
77,"RAT青森ボルダー","http://www.climbing-net.com/wp-content/uploads/2013/11/rat_aomori_1.jpg","〒030-0136
青森市牛館岡部13-1","新青森駅より車で15分（バスは1日2回なのでマイカーをお薦めします。）","0172-88-8572　※新規の方はまずご連絡下さい。","24時間営業","【税込価格】
初回登録料： ￥500
１日料金：￥1100","シューズ＋チョーク：￥500","有／無料／10台","2回／週［初心者を対象として各個人のレベルに合わせたレッスン］","可
９歳（小学校高学年）から","http://rat-wall.com/","2015-07-21 15:02:17","2015-07-21 15:02:17","なし","青森県"
78,"FREE CLIMBING GYM RAT WALL（ﾌﾘｰｸﾗｲﾐﾝｸﾞｼﾞﾑ ﾗｯﾄｳｫｰﾙ）［弘前］","http://www.climbing-net.com/wp-content/uploads/2012/12/005-11.jpg","〒036-8094青森県弘前市外崎2-6-9","JR弘前駅城東口より徒歩約15分","0172-88-8571","平日15:00〜22:00土日祝12:00〜19:00","【税込価格】
初回登録料：￥1000
１日料金：￥1800
夜間料金・時間帯：￥1100（平日20:00〜22:00）、￥1300（土日祝17:00〜19:00）","シューズ：一般￥500学生￥100（シューズ＆チョーク）ハーネス：一般￥500学生￥100（ロープ＆ハーネス）","有／無料／15台","約60分ご予約制・お一人様￥1000
（ジム利用料、シューズ等レンタル料別途必要）","可キッズ向け用具レンタルありレッスンあり対象年齢：9歳〜12歳","http://rat-wall.com/","2015-07-21 15:02:19","2015-07-21 15:02:19","水曜（祝日の場合は営業）","青森県"
79,"ボルダリングジム Crager’s（ｸﾚｲｶﾞｰｽﾞ）［一関］","http://www.climbing-net.com/wp-content/uploads/2014/01/cragers_1.jpg","〒021-0032
岩手県一関市末広1-8-8","JR東北新幹線 一ノ関駅より徒歩15分／東北自動車道下り一関ICより7分","0191-48-5017","平日13:00～22:00
土日祝10:00～21:00","【税込価格】
初回登録料：￥1080
１日料金：一般￥1730、中高大専￥1510、小学生￥1080、65歳以上￥1300
１時間料金：一般￥540、中高大専￥430、小学生￥220、65歳以上￥320
２時間料金：一般￥1080、中高大専￥860、小学生￥430、65歳以上￥650","シューズ＋チョーク：￥320","有／無料／10台","-","可
未就学児は保護者の同伴必須","http://www.cragers.jp/","2015-07-21 15:04:05","2015-07-21 15:04:05","木曜（木曜祝日の場合、翌営業日に振替）","岩手県"
80,"THE STONE SESSION JAZZYSPORT［盛岡］","http://www.climbing-net.com/wp-content/uploads/2013/04/244-1.jpg","〒020-0124
岩手県盛岡市厨川5-13-48-4","JR厨川駅より徒歩10分／東北道盛岡ICより15分","019-647-3855","平日13:00～23:00
日10:00～20:00","１日料金： 一般￥1500、大学生・高校生￥1000 、中学生・小学生￥800
夜間料金・時間帯：大人￥1000、大学生・高校生￥800（20:00～）","シューズ：￥200","有","-","可
基本的に親同伴であればOK","http://www.facebook.com/jazzysportmorioka","2015-07-21 15:04:06","2015-07-21 15:04:06","月曜","岩手県"
81,"Climbing Spot ONE MOVE（ｸﾗｲﾐﾝｸﾞｽﾎﾟｯﾄ ﾜﾝﾑｰﾌﾞ）［盛岡］","http://www.climbing-net.com/wp-content/uploads/2012/12/006-11.jpg","〒020-0855岩手県盛岡市上鹿妻田貝13","東北道盛岡IC・盛岡南ICより10分／飯岡十文字交差点を志波城古代公園方向へ","019-656-3110","平日15:00～22:00土13:00～21:00日祝10:00～18:00","初回登録料：なし
１日料金：平日￥1700、土日祝￥2000
夜間料金・時間帯：￥1200（平日20:00～）","シューズ：￥300ハーネス：￥300チョーク：￥200ビレイ器具：無料ロープ：無料","有／無料／20台","トップロープ、ボルダリングほか","-","http://onemove-climbing.com","2015-07-21 15:04:07","2015-07-21 15:04:07","月曜（祝日の場合は翌日）","岩手県"
82,"モーメント・アーバンクライミングスペース ［仙台］","http://www.climbing-net.com/wp-content/uploads/2013/11/moment_1.jpg","〒981-3132
宮城県仙台市泉区将監3-2-18","地下鉄南北線 泉中央駅より徒歩15分","022-343-8830","平日14:00〜22:00
土曜10:00〜21:00
日祝10:00〜20:00","【税込価格】
初回登録料：￥1080
１日料金：一般￥1620、大学生￥1300、高校生￥1,080、小中生￥860
時間料金：会員１時間￥860（全年齢）","シューズ＋チョーク：￥430
チョーク：￥110","有／無料／12台","一回1時間×3回セット：ビギナークラスとミドルクラスを用意しています","可
未就学児は保護者一人分の料金で児童一人まで無料","http://moment-climb.jp","2015-07-21 15:04:48","2015-07-21 15:04:48","無休（年末年始、施設メンテナンス等臨時休業あり）","宮城県"
83,"うみかぜクライミングパーク Sea Monkey(Z) ［石巻］","http://www.climbing-net.com/wp-content/uploads/2013/09/seamonkeyz_1.jpg","〒986-0851
宮城県石巻市貞山1-9-25","宮城県石巻市好文館高等学校 裏門近く 踏切側","0225-24-8843","平日14:00～21:00
土11:00～19:00
日10:00～18:00","【税別価格】
初回登録料：￥1000
大人：1時間 ￥700　2時間 ￥1200
小・中学生：１時間 ￥600　2時間 ￥800","シューズ：￥200
チョーク：￥200","有／無料／12台","-","可
※大人のサポートありで４歳から受け入れ可能","http://ameblo.jp/seamonkeyz/","2015-07-21 15:04:49","2015-07-21 15:04:49","水曜","宮城県"
84,"Climbing & Bouldering ズィーボックス ［仙台］","http://www.climbing-net.com/wp-content/uploads/2012/06/zibox_1.jpg","〒984-0032宮城県仙台市若林区荒井字畑中31-1","仙台市営バス深沼海岸行き荒井下車徒歩1分／仙台東部道仙台東ICより8分","022-369-3070","平日14:00～22:30
土12:00～21:00
日祝10:00～20:00","【税別価格】
初回登録料：￥1000
時間料金：大人１時間￥900、３時間￥1650
（学生以下はホームページにてご確認ください）
非会員料金：３時間￥2200","シューズ：￥350
チョーク：￥150","有／無料／18台","会員のみのステップアップ集中レッスン（40分間／￥1080）","-","http://www.zi-box.net/","2015-07-21 15:04:49","2015-07-21 15:04:49","火曜（火曜が祝日の場合は翌日振替）","宮城県"
85,"クライミングジム ビーナッツ ［仙台］","http://www.climbing-net.com/wp-content/uploads/2012/12/007-11.jpg","〒980-0803宮城県仙台市青葉区国分町3-3-5 リスズビル1F","仙台市営地下鉄勾当台公園駅より徒歩3分","022-216-1015","火木金14:00〜23:00月水17:00〜23:00土日祝10:00〜21:00","【税込価格】
初回登録料：￥1080
１日料金：平日￥1300、土日祝￥1800（18:00～￥1500）
夜間料金・時間帯：土日祝￥1500（18:00～）","シューズ：￥210
ハーネス：￥100
チョーク：￥100
ビレイ器具：無料
ロープ：￥210","-","毎月最終日曜日外岩講習（トップロープ）￥8500","可","http://www.youyoukan.jp/gym/bnutsindex.html","2015-07-21 15:04:50","2015-07-21 15:04:50","なし","宮城県"
86,"ガラパカ クライミングジム　［秋田］","http://www.climbing-net.com/wp-content/uploads/2014/09/borubaka01.jpg","〒010-0962
秋田県秋田市八橋大畑1-3-7","JR秋田駅よりバスで12分／秋田道秋田北ICより車で10分","018-853-1085","平日13:00～22:30
土日祝11:00～20:00","【税込価格】
初回登録料：￥1000
１日料金：一般￥1800、学生￥1200、高校生以下￥800
２時間料金：一般￥1500、学生￥1000、高校生以下￥500（２時間以降１日料金になります＊初回登録は必要）
月フリーパス ：一般￥9500、学生￥6500、高校生以下￥5000","シューズ：￥300（初回無料）
チョーク：￥無料","有／無料／18台","-","可
※小学1年生以上","http://garapaka-climbing.com/","2015-07-21 15:06:29","2015-07-21 15:06:29","火曜（火曜祝日の場合、水曜）","秋田県"
87,"FLAT BOULDERING ［山形市］","http://www.climbing-net.com/wp-content/uploads/2015/07/flatb01.jpg","〒990-0821
山形県山形市北町2-1-30","北山形駅西口より徒歩5分／山形蔵王ICより10分","023-682-6760","平日14:00～23:00
土11:00～21:00
日祝11:00～20:00","【税別価格】
初回登録料：￥1000
１日料金：￥1800
夜間料金・時間帯：￥1300（18:00～23:00）","シューズ：￥300
チョーク：￥100","有／7台＋他施設管理駐車場数十台","-","可　制限なし","http://flatbouldering.com","2015-07-21 15:07:31","2015-07-21 15:07:31","金曜","山形県"
88,"フリークライミングジム デッドポイント ［山形市］","http://www.climbing-net.com/wp-content/uploads/2012/12/010-11.jpg","〒990-2481山形県山形市あかねヶ丘2-10-19","JR山形駅西口より約2.2km、徒歩25分／東北中央道山形中央ICより10分","023-645-9360","平日14:00〜22:00土13:00〜21:00日祝11:00〜19:00","初回登録料：￥1000１日料金：￥1600夜間料金・時間帯：￥1300（平日14:00〜18:00）","シューズ：￥300ハーネス：￥200チョーク：￥100ビレイ器具：無料ロープ：￥100","有／無料／17台","トップロープ、リードクライミング、外岩講習","可※詳細はホームページをご覧下さい","http://dead-point.com/","2015-07-21 15:07:32","2015-07-21 15:07:32","-","山形県"
89,"Bouldering Gym KeyStone（キイストーン）［酒田］","http://www.climbing-net.com/wp-content/uploads/2012/12/009-11.jpg","〒998-0832山形県酒田市両羽町3-9","山形道酒田ICより10分","0234-78-4118","平日19:00〜22:00土日祝13:00〜18:00","【税込価格】
初回登録料：￥510１日料金：平日￥1750
夜間料金・時間帯：土日祝￥1130（19:00～22:00）","シューズ：￥210","有／無料／10台","-","可対象年齢：5歳〜10歳","BLOG：http://profile.ameba.jp/keystone-web/
Facebook：https://www.facebook.com/BouldringGymKeyStone/","2015-07-21 15:07:33","2015-07-21 15:07:33","平日月曜","山形県"
90,"Mur d’escalade Varappe ［須賀川］","http://www.climbing-net.com/wp-content/uploads/2014/11/varappe_1.jpg","〒962-0021
福島県須賀川市館取町4","JR東北線須賀川駅より徒歩10分／国道4号線沿い","0248-86-9012","平日14:00～22:00
土日祝10:00～20:00","【税込価格】
初回登録料：￥1000
１日料金：￥1700
時間料金：１時間￥800、3時間￥1400","シューズ：￥300
チョーク：￥100","有／無料／15台","スタッフの指導で初心者の体験コース40分　￥800","通常11歳以上
日曜日午前中のみ10歳以下も利用可","http://varappeur-se.com","2015-07-21 15:08:08","2015-07-21 15:08:08","火曜","福島県"
91,"クライミングジム NANASHINO ［郡山］","http://www.climbing-net.com/wp-content/uploads/2013/04/245-1.jpg","〒963-0201
福島県郡山市大槻町字小割林1","東北道郡山ICより車で15分","024-983-4662","平日13:00～22:00
土日祝10:00～20:00","初回登録料：￥1000
１日料金：一般￥1500、高校生以下￥1200
夜間料金・時間帯：一般￥1200、高校生以下￥1000（18:00～）","シューズ：￥200
チョーク：￥100","有／無料／8台","-","可
小学1年生から","http://nanashino.net/","2015-07-21 15:08:09","2015-07-21 15:08:09","水曜","福島県"
92,"クライミングジム トレイルロック ［郡山］","http://www.climbing-net.com/wp-content/uploads/2012/12/015-11.jpg","〒963-8061福島県郡山市富久山町福原字上台26-1","JR郡山駅より車で10分／福島交通バス水穴下車徒歩3分／磐越道郡山東ICより10分","024-934-9710","平日13:00～22:00土10:00～21:00日祝10:00～19:00","初回登録料：￥1000１日料金：￥1500夜間料金・時間帯：￥1200（18:00～22:00）","シューズ：￥200ハーネス：￥200チョーク：無料ビレイ器具：無料ロープ：無料","有／￥100／50台","ビギナースクール（各種ボルダリング、リード）","可※詳細はホームページをご覧下さい","http://trailrock.web.fc2.com/","2015-07-21 15:08:10","2015-07-21 15:08:10","なし（臨時休業あり）","福島県"
93,"モンキーフリップ ［福島市］","http://www.climbing-net.com/wp-content/uploads/2012/12/014-11.jpg","〒969-1661福島県伊達郡桑折町大字上郡字堰上10-5","JR東北本線桑折駅より徒歩10分／東北道国見ICより5分","024-572-5452","平日12:00〜24:00土10:00〜23:00日祝10:00〜21:00","初回登録料：なし（2回目来場時￥1000）１日料金：￥1000夜間料金・時間帯：￥800（19:00～）","シューズ：￥200チョーク：￥100","有／無料／16台","-","可レンタルありレッスンあり対象年齢：2.5歳〜12歳","http://www.monkey-fp.com/","2015-07-21 15:08:10","2015-07-21 15:08:10","なし","福島県"
94,"DIVERSE ROCK CLIMBING［福島市］","http://www.climbing-net.com/wp-content/uploads/2012/12/013-11.jpg","〒960-8151福島県福島市太平寺字一本柳73-2","JR南福島駅より徒歩10分／東北道福島西ICーより15分","024-546-8822","平日13:00〜22:00土10:00〜20:00日祝10:00〜19:00","【税込価格】
初回登録料：￥1080
１日料金：平日￥1700","シューズ：￥300チョーク：￥200","有／無料／15台","キッズ、ヨークカルチャースクールなど","可
5歳から","http://diverserockclimbing.com/index.php","2015-07-21 15:08:11","2015-07-21 15:08:11","月曜","福島県"
95,"クライミングパーク ドロップイン ［いわき］","http://www.climbing-net.com/wp-content/uploads/2012/12/012-11.jpg","〒972-8318福島県いわき市常磐関船町宮下4-4","JR常磐線湯本駅より徒歩20分／常磐道いわき湯本ICより7分","0246-68-8568","平日13:00～22:00
土10:00～21:00
日祝10:00～20:00","【税込価格】
初回登録料：￥1000
１日料金：￥2000
夜間料金・時間帯：￥1500（18:00～）
シニア、大学生、中高生、小学生料金あり","シューズ：￥200
ハーネス：￥300
チョーク：￥200
ロープ：￥500","有／無料／20台","ビギナーズ講習、リードクライミング講習、ビレイ講習（各2時間￥2000利用料別途）","可キッズ向け用具レンタルありレッスンあり対象年齢：5歳〜12歳","HP：http://dropin-frog.com/
FB：http://www.facebook.com/dropinfrog","2015-07-21 15:08:12","2015-07-21 15:08:12","不定休（店内･HP･FB･ツイッターなどでお知らせ）","福島県"
96,"フリークライミングジム ジャンダルム ［いわき］","http://www.climbing-net.com/wp-content/uploads/2012/12/011-11.jpg","〒972-8316福島県いわき市常磐西郷町落合292","常磐道いわき湯本ICより約5分","0246-43-0101","平日12:00〜22:00土日祝10:00〜20:00","初回登録料：￥1000１日料金：￥1500夜間料金・時間帯：￥1200（一般のみ平日18:00〜）","シューズ：￥200ハーネス：￥200チョーク：￥200","有／無料／20台","リード講習（全2回￥6000）、個人スクール（月4回　曜日・時間帯は応相談￥4000〜）","可キッズ向け用具レンタルありレッスンあり対象年齢：6歳〜12歳","http://japan-alps.jp/","2015-07-21 15:08:12","2015-07-21 15:08:12","第1月曜（祝日の場合は翌日）","福島県"
97,"ECHOES climbing ［つくばみらい］","http://www.climbing-net.com/wp-content/uploads/2014/11/echoes_1.jpg","〒300-2435
茨城県つくばみらい市筒戸2244-7","関東鉄道常総線 小絹駅より徒歩5分／首都圏新都市鉄道 つくばエクスプレス 守谷駅より車で8分／常磐自動車道 谷和原インターチェンジ出口（常総方面）より車で3分","0297-44-7996","平日14:00～23:00
（クライミングは 22:45まで）
土11:00～21:00
日祝10:00～20:00","【税別価格】
初回登録料：￥1000
１日料金：￥1800
夜間料金・時間帯：￥1500（平日20:00～、土日祝18:00～）、￥1300（平日21:00～）","シューズ：￥400
チョーク￥150","有／無料／10台","-","可　特に制限なし","http://echoesclimbing.com/","2015-07-21 15:08:41","2015-07-21 15:08:41","木曜定休（その他不定休有）","茨城県"
98,"ボルダリングジム モンキーマジックつくばQ’t","http://www.climbing-net.com/wp-content/uploads/2014/04/monkeymagic_tsukuba1.jpg","〒305-0031
茨城県つくば市吾妻1-6-1 つくばクレオスクエアQ't3F","つくばエクスプレス「つくば駅」A5出口直結、つくばクレオスクエアQ't3F","029-852-5233","10:00～22:00（最終入店午後21:00時まで）","【税別価格】
初回登録料：￥500
料金・時間帯：大人3時間 平日日中￥1200、平日夜￥1500、土日￥1500","シューズ：￥300","提携駐車場有／3時間まで無料／4,863台","-","可
小学生以上（利用は平日～18:00、土日～15:00）","http://tsukuba.monkeymagic.or.jp/","2015-07-21 15:08:41","2015-07-21 15:08:41","年中無休（Q't休館日除く）","茨城県"
99,"BEYUL WALL ［龍ヶ崎］","http://www.climbing-net.com/wp-content/uploads/2014/02/beyulwall_1.jpg","〒301-0005
茨城県龍ヶ崎市川原代町1967","竜ヶ崎線 入地駅より徒歩10分","0297-62-2991","10:00～22:00","１日料金：リード￥2000、ボルダリング￥1000
２時間：リード￥1500、ボルダリング￥500","シューズ：￥200
ハーネス：￥200
チョーク：￥100
ビレイ器具：￥100
ロープ：￥400","有","-","-","http://anaguna.jugem.jp/","2015-07-21 15:08:42","2015-07-21 15:08:42","不定休","茨城県"
100,"クライミングウォール やみぞ ［茨城県久慈郡］","http://www.climbing-net.com/wp-content/uploads/2013/04/yamizo_R.jpg","〒319-3552
茨城県久慈郡大子町矢田524-2","常陸大子駅より徒歩40分／那珂ICより1時間20分","0295-72-1511","8:00～21:00","初回登録料：無料
１日料金：大人￥1000、高校生￥500、小中学生￥300","シューズ：￥200
チョーク：￥50","有／無料／60台","月2回の講習会。1回あたり大人￥3000、小人￥1500","可
小学1年生から","http://www.yamizo.com/","2015-07-21 15:08:43","2015-07-21 15:08:43","インストラクター不在時（→認定書取得者は定休日なし）","茨城県"
101,"ピナクルロックジム つくば店","http://www.climbing-net.com/wp-content/uploads/2012/12/018-1.jpg","〒300-0843茨城県土浦市中村南6-12-18","JR常磐線荒川沖駅より徒歩15分／TXつくば駅より市営バス北荒川沖下車徒歩5分","029-842-7077","10:00〜21:00","初回登録料：￥1050１日料金：￥1890夜間料金・時間帯：￥1575（18:00〜21:00）","シューズ：￥315チョーク：￥105","有／無料／100台以上","キッズ講習（毎週日曜10:30〜12:30月謝制）","可
キッズ向け用具レンタルあり
レッスンあり
対象年齢：6歳〜12歳","http://ameblo.jp/pinnaclerockgym-tsukuba/","2015-07-21 15:08:44","2015-07-21 15:08:44","なし","茨城県"
102,"水戸シティロックジム ア・ヴュー","http://www.climbing-net.com/wp-content/uploads/2012/12/017-1.jpg","〒310-0844茨城県水戸市住吉町63-2","JR常磐線水戸駅より5km／北関東道水戸南ICより5分／茨城町東ICより10分／常磐道水戸ICより15分","029-291-8083","平日13:00～22:00土日祝10:00～20:00","【税込価格】
初回登録料：￥1000
１日料金：大人￥2000、学生￥1500
夜間料金・時間帯：￥1000（平日20:00～、土日祝18:00～）","シューズ：￥300
ハーネス：￥300
チョーク：￥300","有／無料／20台","初心者体験コース￥3000","-","http://www18.ocn.ne.jp/~freemate/","2015-07-21 15:08:45","2015-07-21 15:08:45","月曜日（祝日の場合は営業）","茨城県"
103,"SPOLE CLIMBING GYM スポーレクライミングジム","http://www.climbing-net.com/wp-content/uploads/2012/12/019-1.jpg","〒305-0063茨城県つくば市下原370-1つくばユーワールド内","常磐道桜土浦ICより約5分／JR常磐線土浦駅より水海道行バス気象台下車／つくば駅から関東鉄道「学園循環」のバスに乗り、気象台前で下車、徒歩２分。","029-839-5151","平日13:00〜22:00土10:00〜22:00日祝10:00〜20:00","初回登録料：なし１日料金：￥2000夜間料金・時間帯：￥1500（18:00〜）","シューズ：￥300ハーネス：￥200チョーク：￥100ビレイ器具：無料ロープ：￥700","有／無料／1200台以上","スターターインストラクションロープクライミングビギナースクール","可※小学生以上から・小学生未満は入場不可","http://spoleclimbinggym.com/","2015-07-21 15:08:45","2015-07-21 15:08:45","なし（臨時休業あり）","茨城県"
104,"クライミングジム FLASH ［宇都宮］","http://www.climbing-net.com/wp-content/uploads/2012/12/03_no_image2121.jpg","〒321-0967
栃木県宇都宮市錦3-5-6","JR宇都宮駅より済生会病院行きバスで10分、竹林西下車／東北道宇都宮ICより20分","028-307-3903","平日14:00～23:00
土日祝10:00～21:00","【税別価格】
初回登録料：￥1000
１日料金：￥1500","シューズ：￥200
チョーク：￥100","有／無料／40台","-","可
6歳から","http://www.climbing-flash.jp/","2015-07-21 15:09:11","2015-07-21 15:09:11","無し（年末年始）","栃木県"
105,"ボルダリングスペース Ｈ ［小山］","http://www.climbing-net.com/wp-content/uploads/2013/02/DSC_0109.jpg","〒323-0028
栃木県小山市若木町3-5-17","JR小山駅より車で７分／小山市大型ショッピングモール（ハーベストウォーク）より車で５分","0285-38-7632","平日15:00～23:00
土日祝12:00～21:00","初回登録料：￥1050
1日料金：￥1575","シューズ：￥315
チョーク：￥315","有／無料／10台","-","可
10歳ぐらいから","http://bsh3517.com/","2015-07-21 15:09:11","2015-07-21 15:09:11","なし（変更の可能性あり）","栃木県"
106,"ティーロックス ボルダリングジム ［矢板］","http://www.climbing-net.com/wp-content/uploads/2012/12/020-1.jpg","〒329-2145栃木県矢板市富田446-15","JR東北線 矢板駅より徒歩5分／東北道矢板ＩＣより車で10分","0287-48-7525","平日15:00〜23:00土日祝10:00〜21:00","【税別価格】
初回登録料：￥1000１日料金：￥1500","シューズ：￥300チョーク：￥100","有／無料／10台","-","可（親子クライミング。来店時要予約）キッズ向け用具レンタルあり対象年齢：4歳位〜","http://www.trox-gym.com","2015-07-21 15:09:12","2015-07-21 15:09:12","第2・4火曜","栃木県"
107,"クライミングジム PROB ［佐野］","http://www.climbing-net.com/wp-content/uploads/2012/05/gymimage_prob_1.jpg","〒327-0844栃木県佐野市富岡町1291","東北道佐野藤岡ICより7分","0283-25-7601","平日15:30〜22:30
土12:00〜21:00
日祝12:00〜20:00","【税込価格】
初回登録料：￥1080
１日料金：平日￥1620
夜間料金・時間帯：￥1300（20:30〜22:30）","シューズ：￥320
チョーク：￥110","有／無料／25台","-","可
小学校１年生から","http://prob.pupu.jp/info.html","2015-07-21 15:09:13","2015-07-21 15:09:13","月曜（祝日の場合は翌日）","栃木県"
108,"クライミングジムGAN’S ［那須塩原］","http://www.climbing-net.com/wp-content/uploads/2012/12/027-1.jpg","〒329-2735栃木県那須塩原市太夫塚1-195","JR西那須野駅より徒歩10分／東北道西那須野塩原ICより10分","0287-39-6030","平日14:30〜22:30土日祝10:00〜20:00","【税込価格】
初回登録料：￥1050１日料金：￥1575、ビジター￥2100","シューズ：￥210チョーク：￥105","有／無料／40台","外岩講習会（ルールやマナー・危険について・スポット方法等）","可対象年齢：5歳〜12歳","http://gan-s.com/indx.htm","2015-07-21 15:09:13","2015-07-21 15:09:13","なし","栃木県"
109,"ロッククラフト小山店","http://www.climbing-net.com/wp-content/uploads/2012/12/026-1.jpg","〒329-0201栃木県小山市粟宮1006-2","東北道佐野藤岡ICより30分（国道4号沿）","0285-41-1325","月〜土13:00〜22:00日祝10:00〜20:00","初回登録料：￥2100１日料金：会員￥1575、ビジター￥2100（登録料なし）","シューズ：￥420ハーネス：￥315チョーク：￥105ビレイ器具：無料ロープ：￥840","有／無料／20台","体験コース（¥3150）、その他","可
専用壁・専用時間帯あり
キッズ向け用具レンタルあり
レッスンあり
対象年齢：2歳〜12歳","http://www.rockcraft.co.jp","2015-07-21 15:09:14","2015-07-21 15:09:14","水曜","栃木県"
110,"BERRY WALLクライミングジム ［真岡］","http://www.climbing-net.com/wp-content/uploads/2012/12/025-1.jpg","〒321-4306栃木県真岡市台町2481 大塚倉庫内","真岡鐵道真岡駅より徒歩1分","0285-81-5215","平日13:00〜22:00土日祝11:00〜21:00","【税込価格】
初回登録料：￥1100１日料金：￥1650","シューズ：￥220チョーク：￥110","有／無料／10台","キッズスクール（ファンクラス・アスリートクラス）","可レッスンあり対象年齢：4歳〜12歳","http://www.berrywall.com","2015-07-21 15:09:15","2015-07-21 15:09:15","月曜（祝日の場合はその翌日）","栃木県"
111,"クライミングジム ゼロ 宇都宮店","http://www.climbing-net.com/wp-content/uploads/2012/12/023-1.jpg","〒321-0901栃木県宇都宮市平出町3726-1","JR宇都宮駅より関東バス松下電器前下車徒歩10分／東北道宇都宮ICより30分","028-666-6802","平日12:00〜23:00土日祝10:00〜21:50","初回登録料：￥1050
１日料金：大人￥1575、大学生・専門学生￥1,260、高校生以下￥1,050
平日２時間：大人￥1050、大学生・専門学生￥840、高校生以下￥630
夜間料金・時間帯：大人￥1050、大学生・専門学生￥840、高校生以下￥630（土日18:00～）","シューズ：￥315チョーク：￥105","有／無料／40台","レベルアップ講習（1時間￥1575）","可キッズ向け用具レンタルあり対象年齢：6歳〜10歳","http://climbing-zero.com/","2015-07-21 15:09:16","2015-07-21 15:09:16","なし","栃木県"
112,"クライミングジム ロストキャニオン ［宇都宮］","http://www.climbing-net.com/wp-content/uploads/2012/12/03_no_image21.jpg","〒321-0105栃木県宇都宮市横田新町12-3","JR宇都宮駅より石橋駅行バス航空学校前下車徒歩1分","028-653-5454","平日14:00～23:00休日10:00～21:00
冬期 1月～3月：休日11:00～21:00","【税込価格】
初回登録料：￥1080１日料金：￥1600","シューズ：￥220チョーク：￥110","有／無料／24台","-","可
小学生から利用可","http://www.lostcanyon.jp/","2015-07-21 15:09:17","2015-07-21 15:09:17","月曜","栃木県"
113,"SUNCUL ［宇都宮］","http://www.climbing-net.com/wp-content/uploads/2012/12/021-1.jpg","〒321-0966栃木県宇都宮市今泉3-12-31","JR宇都宮駅より徒歩10分","028-600-8266","月13:00～23:00
水木15:00～23:00
金15:00～22:00
土日祝10:00～19:00","【税込価格】
初回登録料：￥2160
１日料金：￥1500～","シューズ：￥400ハーネス：￥650チョーク：￥160ビレイ器具(ATC)：￥200","有／無料／20台","ロープクライミング教室","可
3歳から","http://www.suncul.jp","2015-07-21 15:09:17","2015-07-21 15:09:17","火曜（祝日の場合は翌日）","栃木県"
114,"Climbing Gym RANBO ［伊勢崎］","http://www.climbing-net.com/wp-content/uploads/2014/06/ranbo_2.jpg","〒379-2235
群馬県伊勢崎市三室町5580-3","北関東自動車道伊勢崎ICより車で5分","0270-61-9320","平日15:00～23:00
土日祝12:00～20:00","【税込価格】
初回登録料：￥1100
１日料金：一般￥1600","シューズ：￥350
チョーク：￥120","有／-／15台","-","原則として中学生以上　　","http://www.ranbo.jp","2015-07-21 15:09:46","2015-07-21 15:09:46","なし（年末年始、その他臨時休業あり）","群馬県"
115,"クライミングジム ゼロ 伊勢崎店","http://www.climbing-net.com/wp-content/uploads/2014/03/zero_isesaki_3.jpg","〒372-0822
群馬県伊勢崎市中町710","東武伊勢崎線・両毛線伊勢崎駅よりバスで10分、中町下車徒歩1分／北関東道駒形ICより15分","0270-61-7958","平日12:00～23:00
土日祝10:00～21:00","【税別価格】
初回登録料：￥1000
１日料金：￥1500
平日２時間：￥1000 ※土日祝日は閉店前３時間は同料金","シューズ：￥300
チョーク：￥100","有／無料／40台","-","可
小学生以上","http://climbing-zero.com/","2015-07-21 15:09:46","2015-07-21 15:09:46","なし（年末年始を除く）","群馬県"
116,"クライミングジム オズ ［太田］","http://www.climbing-net.com/wp-content/uploads/2013/08/P8221180_R.jpg","〒373-0813
群馬県太田市内ヶ島町1127-3","東武伊勢崎線太田駅より徒歩約20分／北関東道太田桐生ICより10分","0276-52-8117","平日13:00～23:00
土日祝10:00～20:00","【税込価格】
初回登録料：￥1080
1日料金：一般￥1680、学生￥1300、高校生以下￥1080
夜間料金・時間帯：一般￥1300、学生￥1080、高校生以下￥865（平日20:00～、土日祝17:00～）","シューズ：一般￥325、高校生以下￥110
チョーク：￥110","有／無料／20台","-","可
小学生以上","http://climbing-gym-oz.com/","2015-07-21 15:09:47","2015-07-21 15:09:47","第1月曜日","群馬県"
117,"クライミングジム・ウォールストリート ［前橋］","http://www.climbing-net.com/wp-content/uploads/2012/12/029-1.jpg","〒371-0845群馬県前橋市鳥羽町149-3","関越道前橋ICより「アカマル」へ車で3分","027-252-8863","平日14:00～23:00土12:00～22:00日祝10:00～20:00","【税込価格】
初回登録料：￥540１日料金：￥1620","シューズ：￥320
チョーク：￥120","有／無料／45台","リード講習会","可専用壁ありキッズ向け用具レンタルありレッスンあり対象年齢：4歳〜12歳","http://wallst.jp","2015-07-21 15:09:48","2015-07-21 15:09:48","なし","群馬県"
